item,itemLabel
http://www.wikidata.org/entity/Q309954,phi meson
http://www.wikidata.org/entity/Q325967,André Neveu
http://www.wikidata.org/entity/Q334065,Cédric Villani
http://www.wikidata.org/entity/Q4731385,allegory
http://www.wikidata.org/entity/Q4504468,chain
http://www.wikidata.org/entity/Q2518298,category of sets
http://www.wikidata.org/entity/Q17030435,HOL
http://www.wikidata.org/entity/Q382037,grand unified theory
http://www.wikidata.org/entity/Q1322614,limit
http://www.wikidata.org/entity/Q7575269,spectrum
http://www.wikidata.org/entity/Q4457949,combinatorial species
http://www.wikidata.org/entity/Q600043,character of a group representation
http://www.wikidata.org/entity/Q859,Plato
http://www.wikidata.org/entity/Q997,Andrei Sakharov
http://www.wikidata.org/entity/Q2294,proton
http://www.wikidata.org/entity/Q4097,pion
http://www.wikidata.org/entity/Q6786,bottom quark
http://www.wikidata.org/entity/Q8739,Archimedes
http://www.wikidata.org/entity/Q8814,Augustin-Louis Cauchy
http://www.wikidata.org/entity/Q11376,acceleration
http://www.wikidata.org/entity/Q11379,energy
http://www.wikidata.org/entity/Q11426,metal
http://www.wikidata.org/entity/Q11466,temperature
http://www.wikidata.org/entity/Q11570,kilogram
http://www.wikidata.org/entity/Q12134,celestial sphere
http://www.wikidata.org/entity/Q12453,measurement
http://www.wikidata.org/entity/Q14041,Messier 87
http://www.wikidata.org/entity/Q25817,David Eisenbud
http://www.wikidata.org/entity/Q30769,Sophus Lie
http://www.wikidata.org/entity/Q45113,Moses Schönfinkel
http://www.wikidata.org/entity/Q45926,annulus
http://www.wikidata.org/entity/Q50698,algebraic equation
http://www.wikidata.org/entity/Q57103,Karl Weierstraß
http://www.wikidata.org/entity/Q58978,Max Born
http://www.wikidata.org/entity/Q60028,Gottlob Frege
http://www.wikidata.org/entity/Q60024,Hermann von Helmholtz
http://www.wikidata.org/entity/Q61043,Abraham Fraenkel
http://www.wikidata.org/entity/Q65221,Kurt Reidemeister
http://www.wikidata.org/entity/Q82435,Euler's number
http://www.wikidata.org/entity/Q36161,set
http://www.wikidata.org/entity/Q167,pi
http://www.wikidata.org/entity/Q868,Aristotle
http://www.wikidata.org/entity/Q307,Galileo Galilei
http://www.wikidata.org/entity/Q60093,Konrad Zuse
http://www.wikidata.org/entity/Q333918,Kunihiko Kodaira
http://www.wikidata.org/entity/Q333927,William Thurston
http://www.wikidata.org/entity/Q334039,Simon Donaldson
http://www.wikidata.org/entity/Q336700,New Math
http://www.wikidata.org/entity/Q369561,Vladimir Drinfeld
http://www.wikidata.org/entity/Q370094,Arthur Jaffe
http://www.wikidata.org/entity/Q370871,Luc Illusie
http://www.wikidata.org/entity/Q371441,Elliott H. Lieb
http://www.wikidata.org/entity/Q372026,Andrey Tikhonov
http://www.wikidata.org/entity/Q373924,Steven Gubser
http://www.wikidata.org/entity/Q381326,Jogesh Pati
http://www.wikidata.org/entity/Q386272,Feynman diagram
http://www.wikidata.org/entity/Q441579,Peter B. Kronheimer
http://www.wikidata.org/entity/Q449470,generic point
http://www.wikidata.org/entity/Q451319,Lev Pontryagin
http://www.wikidata.org/entity/Q451634,Wilfrid Hodges
http://www.wikidata.org/entity/Q464173,Nicolaas Kuiper
http://www.wikidata.org/entity/Q477921,Hamiltonian mechanics
http://www.wikidata.org/entity/Q493980,quiver
http://www.wikidata.org/entity/Q501707,Andrei Suslin
http://www.wikidata.org/entity/Q507393,Jacobi triple product
http://www.wikidata.org/entity/Q516776,measurable function
http://www.wikidata.org/entity/Q522105,André Néron
http://www.wikidata.org/entity/Q523876,spin-statistics theorem
http://www.wikidata.org/entity/Q526901,3-manifold
http://www.wikidata.org/entity/Q528987,von Neumann bicommutant theorem
http://www.wikidata.org/entity/Q548675,Levi-Civita connection
http://www.wikidata.org/entity/Q556143,Mikio Sato
http://www.wikidata.org/entity/Q565186,Hausdorff dimension
http://www.wikidata.org/entity/Q578555,Noether's theorem
http://www.wikidata.org/entity/Q587607,supersymmetric quantum mechanics
http://www.wikidata.org/entity/Q599967,autopoiesis
http://www.wikidata.org/entity/Q611375,GSO projection
http://www.wikidata.org/entity/Q621542,commutative diagram
http://www.wikidata.org/entity/Q621550,general topology
http://www.wikidata.org/entity/Q621461,symmetric relation
http://www.wikidata.org/entity/Q622679,Lie group
http://www.wikidata.org/entity/Q632814,Riemannian manifold
http://www.wikidata.org/entity/Q656198,Maschke's theorem
http://www.wikidata.org/entity/Q694114,Bernoulli number
http://www.wikidata.org/entity/Q707155,Max Newman
http://www.wikidata.org/entity/Q726393,Dorian M. Goldfeld
http://www.wikidata.org/entity/Q731894,Hölder's inequality
http://www.wikidata.org/entity/Q735602,quantum optics
http://www.wikidata.org/entity/Q736753,quadratic form
http://www.wikidata.org/entity/Q740207,isometry
http://www.wikidata.org/entity/Q838611,ball
http://www.wikidata.org/entity/Q746007,cumulant
http://www.wikidata.org/entity/Q746083,homotopy
http://www.wikidata.org/entity/Q752375,extreme value theorem
http://www.wikidata.org/entity/Q752726,asymptotic expansion
http://www.wikidata.org/entity/Q804316,Baker–Campbell–Hausdorff formula
http://www.wikidata.org/entity/Q677161,GAP
http://www.wikidata.org/entity/Q818888,computability
http://www.wikidata.org/entity/Q832289,gauge fixing
http://www.wikidata.org/entity/Q840810,transfinite induction
http://www.wikidata.org/entity/Q842189,wave function collapse
http://www.wikidata.org/entity/Q844128,canonical bundle
http://www.wikidata.org/entity/Q865665,Birkhoff's theorem
http://www.wikidata.org/entity/Q870797,modular form
http://www.wikidata.org/entity/Q894008,bornological space
http://www.wikidata.org/entity/Q911473,holographic principle
http://www.wikidata.org/entity/Q924443,Ernst Leonard Lindelöf
http://www.wikidata.org/entity/Q926996,first-countable space
http://www.wikidata.org/entity/Q944095,Kaluza–Klein theory
http://www.wikidata.org/entity/Q973690,bitopological space
http://www.wikidata.org/entity/Q974366,Gérard Huet
http://www.wikidata.org/entity/Q981351,symmetric function
http://www.wikidata.org/entity/Q1003162,simple Lie group
http://www.wikidata.org/entity/Q1038538,Carl H. Brans
http://www.wikidata.org/entity/Q1048949,cofibration
http://www.wikidata.org/entity/Q1050120,matrix group
http://www.wikidata.org/entity/Q1051696,NS5-brane
http://www.wikidata.org/entity/Q1051921,string field theory
http://www.wikidata.org/entity/Q1056428,type theory
http://www.wikidata.org/entity/Q1086961,bilinear map
http://www.wikidata.org/entity/Q1094257,seesaw mechanism
http://www.wikidata.org/entity/Q1131652,Coq
http://www.wikidata.org/entity/Q1135677,Randall–Sundrum model
http://www.wikidata.org/entity/Q1138961,quotient group
http://www.wikidata.org/entity/Q1139583,inner automorphism
http://www.wikidata.org/entity/Q1153441,Goldstone boson
http://www.wikidata.org/entity/Q1154082,Sturm–Liouville theory
http://www.wikidata.org/entity/Q1156910,real part
http://www.wikidata.org/entity/Q1163016,tensor product
http://www.wikidata.org/entity/Q1189744,Pfaffian
http://www.wikidata.org/entity/Q1194667,Euler product
http://www.wikidata.org/entity/Q1199270,glueball
http://www.wikidata.org/entity/Q1203669,renormalization group
http://www.wikidata.org/entity/Q1232502,Dmitry Dyakonov
http://www.wikidata.org/entity/Q1200244,E8
http://www.wikidata.org/entity/Q3045793,E7
http://www.wikidata.org/entity/Q1054513,E6
http://www.wikidata.org/entity/Q3711325,speed
http://www.wikidata.org/entity/Q5263725,descent
http://www.wikidata.org/entity/Q20759625,Ralph Abraham
http://www.wikidata.org/entity/Q5019833,calibrated geometry
http://www.wikidata.org/entity/Q2000555,category of topological spaces
http://www.wikidata.org/entity/Q44325,ontology
http://www.wikidata.org/entity/Q15975724,object of a category
http://www.wikidata.org/entity/Q172891,Elements
http://www.wikidata.org/entity/Q869077,F4
http://www.wikidata.org/entity/Q1274703,hyperbolic tangent
http://www.wikidata.org/entity/Q1303301,Thibault Damour
http://www.wikidata.org/entity/Q1307872,unit type
http://www.wikidata.org/entity/Q1312168,Robert Brandom
http://www.wikidata.org/entity/Q1333246,Alexander Zamolodchikov
http://www.wikidata.org/entity/Q1385061,Frank Adams
http://www.wikidata.org/entity/Q1391812,Faddeev–Popov ghost
http://www.wikidata.org/entity/Q1395814,Fano plane
http://www.wikidata.org/entity/Q1425985,preorder
http://www.wikidata.org/entity/Q1426191,flat module
http://www.wikidata.org/entity/Q1428923,profinite group
http://www.wikidata.org/entity/Q1442189,natural transformation
http://www.wikidata.org/entity/Q1443036,Parseval's theorem
http://www.wikidata.org/entity/Q1451285,Julian Cole
http://www.wikidata.org/entity/Q1456811,Kolmogorov complexity
http://www.wikidata.org/entity/Q1507954,George Mostow
http://www.wikidata.org/entity/Q1528019,Chern–Simons theory
http://www.wikidata.org/entity/Q1528291,Jones polynomial
http://www.wikidata.org/entity/Q1528306,toric variety
http://www.wikidata.org/entity/Q1548483,Kummer theory
http://www.wikidata.org/entity/Q1561125,Günter Tamme
http://www.wikidata.org/entity/Q1403491,Walter Noll
http://www.wikidata.org/entity/Q1625040,injective object
http://www.wikidata.org/entity/Q1626409,homotopy equivalence
http://www.wikidata.org/entity/Q1630041,Jack Morava
http://www.wikidata.org/entity/Q1652969,trivial ring
http://www.wikidata.org/entity/Q1656389,Ichirō Satake
http://www.wikidata.org/entity/Q1669863,compact-open topology
http://www.wikidata.org/entity/Q1674414,isogeny
http://www.wikidata.org/entity/Q1676282,John Coleman Moore
http://www.wikidata.org/entity/Q1713865,Yuri Golfand
http://www.wikidata.org/entity/Q1725874,cartesian closed category
http://www.wikidata.org/entity/Q1729107,cardinal arithmetic
http://www.wikidata.org/entity/Q1778098,pointwise convergence
http://www.wikidata.org/entity/Q1780005,comma category
http://www.wikidata.org/entity/Q1781358,wedge sum
http://www.wikidata.org/entity/Q1789519,Schwinger limit
http://www.wikidata.org/entity/Q1816967,Urysohn's lemma
http://www.wikidata.org/entity/Q1868517,local field
http://www.wikidata.org/entity/Q1873902,Ludmil Katzarkov
http://www.wikidata.org/entity/Q1890791,Mannque Rho
http://www.wikidata.org/entity/Q1930300,Mikhail Kapranov
http://www.wikidata.org/entity/Q1931745,Paul Ginsparg
http://www.wikidata.org/entity/Q1933628,Mikhail Khovanov
http://www.wikidata.org/entity/Q1969054,essential supremum
http://www.wikidata.org/entity/Q1987722,axiom of union
http://www.wikidata.org/entity/Q2017498,knot complement
http://www.wikidata.org/entity/Q2022629,relativistic particle
http://www.wikidata.org/entity/Q2099981,preadditive category
http://www.wikidata.org/entity/Q2112502,projective object
http://www.wikidata.org/entity/Q2137810,complex geometry
http://www.wikidata.org/entity/Q2159720,topological string theory
http://www.wikidata.org/entity/Q2165111,alternative algebra
http://www.wikidata.org/entity/Q2276860,type I string theory
http://www.wikidata.org/entity/Q2279314,Shiraz Minwalla
http://www.wikidata.org/entity/Q2295009,smash product
http://www.wikidata.org/entity/Q2298831,asymmetric relation
http://www.wikidata.org/entity/Q2331679,Stanley Deser
http://www.wikidata.org/entity/Q2370925,normal bundle
http://www.wikidata.org/entity/Q2392464,tangent cone
http://www.wikidata.org/entity/Q2642976,Alexander Schmidt
http://www.wikidata.org/entity/Q2442209,T. A. Springer
http://www.wikidata.org/entity/Q2546666,cobordism
http://www.wikidata.org/entity/Q2588098,Whitehead link
http://www.wikidata.org/entity/Q2601947,Yuri Tschinkel
http://www.wikidata.org/entity/Q2643958,Alexei Kitaev
http://www.wikidata.org/entity/Q2662474,geometric group theory
http://www.wikidata.org/entity/Q2719767,antilinear map
http://www.wikidata.org/entity/Q2905069,zero morphism
http://www.wikidata.org/entity/Q2976517,ADE classification
http://www.wikidata.org/entity/Q2981889,motivic cohomology
http://www.wikidata.org/entity/Q3022118,inverse semigroup
http://www.wikidata.org/entity/Q3139849,cellular homology
http://www.wikidata.org/entity/Q3176558,positive real number
http://www.wikidata.org/entity/Q3439792,hereditary property
http://www.wikidata.org/entity/Q3524190,Thierry Coquand
http://www.wikidata.org/entity/Q3614673,Veneziano amplitude
http://www.wikidata.org/entity/Q3630548,outer automorphism
http://www.wikidata.org/entity/Q3675173,Dehn surgery
http://www.wikidata.org/entity/Q3760348,Euclidean plane geometry
http://www.wikidata.org/entity/Q3788278,Fermat quotient
http://www.wikidata.org/entity/Q3978058,supertrace
http://www.wikidata.org/entity/Q4016655,Taub–NUT space
http://www.wikidata.org/entity/Q4321370,nilpotent ideal
http://www.wikidata.org/entity/Q4393678,Vladimir Retakh
http://www.wikidata.org/entity/Q4475749,universal cover
http://www.wikidata.org/entity/Q4648223,A. P. Balachandran
http://www.wikidata.org/entity/Q4669945,abstract elementary class
http://www.wikidata.org/entity/Q4677987,acyclic object
http://www.wikidata.org/entity/Q4742444,Amer Iqbal
http://www.wikidata.org/entity/Q4812194,asymptotically flat spacetime
http://www.wikidata.org/entity/Q4924632,Blakers–Massey theorem
http://www.wikidata.org/entity/Q76250,redshift
http://www.wikidata.org/entity/Q17000267,generator
http://www.wikidata.org/entity/Q3937,supernova
http://www.wikidata.org/entity/Q11500,area
http://www.wikidata.org/entity/Q1321469,order topology
http://www.wikidata.org/entity/Q40605,Large Hadron Collider
http://www.wikidata.org/entity/Q11518,Pythagorean theorem
http://www.wikidata.org/entity/Q371948,Serge Lang
http://www.wikidata.org/entity/Q331481,cover
http://www.wikidata.org/entity/Q1701035,John McKay
http://www.wikidata.org/entity/Q4936292,Bockstein homomorphism
http://www.wikidata.org/entity/Q4938867,Bol loop
http://www.wikidata.org/entity/Q4975963,Brown's representability theorem
http://www.wikidata.org/entity/Q5023669,caloron
http://www.wikidata.org/entity/Q5051810,categorical distribution
http://www.wikidata.org/entity/Q5101826,chiral anomaly
http://www.wikidata.org/entity/Q5135329,closed category
http://www.wikidata.org/entity/Q5155287,compact Lie algebra
http://www.wikidata.org/entity/Q5155301,compact closed category
http://www.wikidata.org/entity/Q5156498,complete field
http://www.wikidata.org/entity/Q5156571,Complex cobordism
http://www.wikidata.org/entity/Q5157264,computable analysis
http://www.wikidata.org/entity/Q5164407,constructible sheaf
http://www.wikidata.org/entity/Q5188565,crossed module
http://www.wikidata.org/entity/Q5256755,dendroidal set
http://www.wikidata.org/entity/Q5270518,Dialectica interpretation
http://www.wikidata.org/entity/Q5282039,discrete Morse theory
http://www.wikidata.org/entity/Q5283210,distributive category
http://www.wikidata.org/entity/Q5323100,EHP spectral sequence
http://www.wikidata.org/entity/Q5375781,end
http://www.wikidata.org/entity/Q5379515,enriched category
http://www.wikidata.org/entity/Q5406124,euclidean relation
http://www.wikidata.org/entity/Q5416730,event structure
http://www.wikidata.org/entity/Q5446431,fibered category
http://www.wikidata.org/entity/Q5454146,first class constraint
http://www.wikidata.org/entity/Q5469967,formal scheme
http://www.wikidata.org/entity/Q5469989,formally étale morphism
http://www.wikidata.org/entity/Q5506748,Frölicher spectral sequence
http://www.wikidata.org/entity/Q5527639,gaugino condensation
http://www.wikidata.org/entity/Q5527637,gauged supergravity
http://www.wikidata.org/entity/Q5567394,Gleason's theorem
http://www.wikidata.org/entity/Q5637899,preimage
http://www.wikidata.org/entity/Q5638112,Hadwiger's theorem
http://www.wikidata.org/entity/Q5638159,Haefliger structure
http://www.wikidata.org/entity/Q5642657,Hall algebra
http://www.wikidata.org/entity/Q5657841,Harish-Chandra module
http://www.wikidata.org/entity/Q5711485,hemicompact space
http://www.wikidata.org/entity/Q5741935,Hermitian manifold
http://www.wikidata.org/entity/Q5876926,Branch
http://www.wikidata.org/entity/Q5871859,Hitchin functional
http://www.wikidata.org/entity/Q5876056,Hodge cycle
http://www.wikidata.org/entity/Q5906080,horseshoe lemma
http://www.wikidata.org/entity/Q5914418,mirror symmetry
http://www.wikidata.org/entity/Q6033847,inhomogeneous cosmology
http://www.wikidata.org/entity/Q6101219,reflective subcategory
http://www.wikidata.org/entity/Q6283491,Joseph Amadee Goguen
http://www.wikidata.org/entity/Q6369330,Karel Lambert
http://www.wikidata.org/entity/Q6407804,Killing tensor
http://www.wikidata.org/entity/Q7573053,span
http://www.wikidata.org/entity/Q6456169,L-theory
http://www.wikidata.org/entity/Q6528749,Leray spectral sequence
http://www.wikidata.org/entity/Q6529413,Sylvie Paycha
http://www.wikidata.org/entity/Q6823154,metaplectic structure
http://www.wikidata.org/entity/Q6826405,Meyer Bockstein
http://www.wikidata.org/entity/Q6830387,Michael Fourman
http://www.wikidata.org/entity/Q6864935,Minhyong Kim
http://www.wikidata.org/entity/Q6897853,monad transformer
http://www.wikidata.org/entity/Q6901644,monoidal natural transformation
http://www.wikidata.org/entity/Q7049219,noncommutative algebraic geometry
http://www.wikidata.org/entity/Q7097836,operator K-theory
http://www.wikidata.org/entity/Q7168096,perfect ring
http://www.wikidata.org/entity/Q7241077,presheaf
http://www.wikidata.org/entity/Q7249450,projection formula
http://www.wikidata.org/entity/Q7268354,quadratic algebra
http://www.wikidata.org/entity/Q7268358,quadratic differential
http://www.wikidata.org/entity/Q7269527,quasisimple group
http://www.wikidata.org/entity/Q7280274,radial set
http://www.wikidata.org/entity/Q7361591,Roman Bezrukavnikov
http://www.wikidata.org/entity/Q7449354,semialgebraic set
http://www.wikidata.org/entity/Q7520902,simplicial homology
http://www.wikidata.org/entity/Q7520904,simplicial manifold
http://www.wikidata.org/entity/Q7553048,socle
http://www.wikidata.org/entity/Q7565149,source field
http://www.wikidata.org/entity/Q7576683,sphere spectrum
http://www.wikidata.org/entity/Q7577406,spin geometry
http://www.wikidata.org/entity/Q7617407,Stinespring factorization theorem
http://www.wikidata.org/entity/Q7878891,Ulf Lindström
http://www.wikidata.org/entity/Q7781851,Theodore James Courant
http://www.wikidata.org/entity/Q7825037,topological modular form
http://www.wikidata.org/entity/Q7827207,torsion sheaf
http://www.wikidata.org/entity/Q7834527,translation functor
http://www.wikidata.org/entity/Q7888360,structure theorem for finitely generated modules over a principal ideal domain
http://www.wikidata.org/entity/Q7894108,universal bundle
http://www.wikidata.org/entity/Q7896949,unknotting number
http://www.wikidata.org/entity/Q7917308,Vaughan Ronald Pratt
http://www.wikidata.org/entity/Q7921124,Verdier duality
http://www.wikidata.org/entity/Q7939859,Vojta's conjecture
http://www.wikidata.org/entity/Q7980189,Weil reciprocity law
http://www.wikidata.org/entity/Q7980206,Weil–Petersson metric
http://www.wikidata.org/entity/Q8001607,Modular Elliptic Curves and Fermat's Last Theorem
http://www.wikidata.org/entity/Q8060923,Yuli Rudyak
http://www.wikidata.org/entity/Q8066797,Zariski geometry
http://www.wikidata.org/entity/Q323,Big Bang
http://www.wikidata.org/entity/Q33760,Bertrand Russell
http://www.wikidata.org/entity/Q7653378,swampland
http://www.wikidata.org/entity/Q28835,Fields medal
http://www.wikidata.org/entity/Q83478,group
http://www.wikidata.org/entity/Q460340,Isabelle
http://www.wikidata.org/entity/Q59676621,Daniel Lenz
http://www.wikidata.org/entity/Q139214,John Morgan
http://www.wikidata.org/entity/Q116386,John Ellis
http://www.wikidata.org/entity/Q1345424,Michael Green
http://www.wikidata.org/entity/Q351822,John Tate
http://www.wikidata.org/entity/Q748349,mathematical structure
http://www.wikidata.org/entity/Q869338,G2
http://www.wikidata.org/entity/Q726376,Dennis Sullivan
http://www.wikidata.org/entity/Q3672706,Robert Connelly
http://www.wikidata.org/entity/Q6830429,Michael Friedman
http://www.wikidata.org/entity/Q9388290,coimage
http://www.wikidata.org/entity/Q107450,Frank Wilczek
http://www.wikidata.org/entity/Q102742,meson
http://www.wikidata.org/entity/Q10769120,Hoàng Xuân Sính
http://www.wikidata.org/entity/Q10567583,small category
http://www.wikidata.org/entity/Q11517092,Takurō Mochizuki
http://www.wikidata.org/entity/Q12294298,low-dimensional topology
http://www.wikidata.org/entity/Q12340430,Vagn Lundsgaard Hansen
http://www.wikidata.org/entity/Q12642062,Sibe Mardešić
http://www.wikidata.org/entity/Q1892639,Marc Henneaux
http://www.wikidata.org/entity/Q12784531,Andrej Bauer
http://www.wikidata.org/entity/Q12794416,CP violation
http://www.wikidata.org/entity/Q13152999,Jean-Michel Kantor
http://www.wikidata.org/entity/Q14942998,Eric Friedlander
http://www.wikidata.org/entity/Q15241040,differential graded Lie algebra
http://www.wikidata.org/entity/Q15434005,Günther Trautmann
http://www.wikidata.org/entity/Q15454945,Eduard Looijenga
http://www.wikidata.org/entity/Q15455462,Victor Snaith
http://www.wikidata.org/entity/Q15755584,Theory and Applications of Categories
http://www.wikidata.org/entity/Q15839699,Paul Goerss
http://www.wikidata.org/entity/Q15915722,Leila Schneps
http://www.wikidata.org/entity/Q15990582,Hansjörg Geiges
http://www.wikidata.org/entity/Q16063675,Ergin Sezgin
http://www.wikidata.org/entity/Q16318957,Eric Arnold Bergshoeff
http://www.wikidata.org/entity/Q16897605,fiber functor
http://www.wikidata.org/entity/Q16937337,twistor string theory
http://www.wikidata.org/entity/Q16958142,chromatic homotopy theory
http://www.wikidata.org/entity/Q16959947,derived scheme
http://www.wikidata.org/entity/Q16966154,symmetric set
http://www.wikidata.org/entity/Q16966343,Pursuing Stacks
http://www.wikidata.org/entity/Q16976808,simplicial group
http://www.wikidata.org/entity/Q17004665,Atiyah–Hirzebruch spectral sequence
http://www.wikidata.org/entity/Q17029787,Higman's embedding theorem
http://www.wikidata.org/entity/Q17045118,quotient type
http://www.wikidata.org/entity/Q17097924,G-ring
http://www.wikidata.org/entity/Q17098815,measuring coalgebra
http://www.wikidata.org/entity/Q17103298,simplicial presheaf
http://www.wikidata.org/entity/Q17104294,triality
http://www.wikidata.org/entity/Q17576271,Joel Kamnitzer
http://www.wikidata.org/entity/Q18085712,permutation model
http://www.wikidata.org/entity/Q18344563,primitive element
http://www.wikidata.org/entity/Q18705746,complex vector bundle
http://www.wikidata.org/entity/Q238170,quantum chromodynamics
http://www.wikidata.org/entity/Q370530,Joseph Bernstein
http://www.wikidata.org/entity/Q22669787,Paul S. Aspinwall
http://www.wikidata.org/entity/Q22692316,André Hirschowitz
http://www.wikidata.org/entity/Q1357688,Sidney Coleman
http://www.wikidata.org/entity/Q2076321,Max Tegmark
http://www.wikidata.org/entity/Q17521164,Ali Chamseddine
http://www.wikidata.org/entity/Q75655,Pierre de Fermat
http://www.wikidata.org/entity/Q2520842,germ
http://www.wikidata.org/entity/Q2514375,Xiao-Gang Wen
http://www.wikidata.org/entity/Q25098671,polyvector field
http://www.wikidata.org/entity/Q25098928,simplicial homotopy
http://www.wikidata.org/entity/Q25935064,Davesh Maulik
http://www.wikidata.org/entity/Q26912315,Anton Deitmar
http://www.wikidata.org/entity/Q28051912,Spinᶜ structure
http://www.wikidata.org/entity/Q28649150,M5-brane
http://www.wikidata.org/entity/Q29018271,Bertrand Toën
http://www.wikidata.org/entity/Q179282,Steven Weinberg
http://www.wikidata.org/entity/Q123474,Armand Borel
http://www.wikidata.org/entity/Q382810,David Olive
http://www.wikidata.org/entity/Q498672,Andreas Karch
http://www.wikidata.org/entity/Q516774,Stuart Hameroff
http://www.wikidata.org/entity/Q3851416,Massimo Porrati
http://www.wikidata.org/entity/Q212081,Laurent Schwartz
http://www.wikidata.org/entity/Q6697079,Lucien Hardy
http://www.wikidata.org/entity/Q440387,Claudio Bunster
http://www.wikidata.org/entity/Q2070025,Per Lindström
http://www.wikidata.org/entity/Q208356,Michael Atiyah
http://www.wikidata.org/entity/Q340101,Asher Peres
http://www.wikidata.org/entity/Q506805,Andrew Ranicki
http://www.wikidata.org/entity/Q1755564,Michael R. Douglas
http://www.wikidata.org/entity/Q18848,module
http://www.wikidata.org/entity/Q11574,second
http://www.wikidata.org/entity/Q1423921,Joachim Cuntz
http://www.wikidata.org/entity/Q59667982,David Poland
http://www.wikidata.org/entity/Q17278,circle
http://www.wikidata.org/entity/Q186465,Julian Schwinger
http://www.wikidata.org/entity/Q11887,William Rowan Hamilton
http://www.wikidata.org/entity/Q1744292,Michael Peskin
http://www.wikidata.org/entity/Q18631929,Arthur Ogus
http://www.wikidata.org/entity/Q60058118,Jonathan Wise
http://www.wikidata.org/entity/Q103035149,Brian Williams
http://www.wikidata.org/entity/Q88223074,Thomas Klose
http://www.wikidata.org/entity/Q60021982,Sven Bjarke Gudnason
http://www.wikidata.org/entity/Q63660773,Hector Zenil
http://www.wikidata.org/entity/Q59674354,David Simmons-Duffin
http://www.wikidata.org/entity/Q712170,Richard Taylor
http://www.wikidata.org/entity/Q747068,David Rees
http://www.wikidata.org/entity/Q369638,Vaughan Jones
http://www.wikidata.org/entity/Q547394,Robert Mills
http://www.wikidata.org/entity/Q170147,Hans Reichenbach
http://www.wikidata.org/entity/Q381073,Samuel Clarke
http://www.wikidata.org/entity/Q1727256,Paul Townsend
http://www.wikidata.org/entity/Q76641,Felix Klein
http://www.wikidata.org/entity/Q2920416,kernel
http://www.wikidata.org/entity/Q57295074,Arun Ram
http://www.wikidata.org/entity/Q5240460,David Tong
http://www.wikidata.org/entity/Q92643,Robin Milner
http://www.wikidata.org/entity/Q129368,Irving Kaplansky
http://www.wikidata.org/entity/Q215986,Lipman Bers
http://www.wikidata.org/entity/Q1620298,Hirotaka Sugawara
http://www.wikidata.org/entity/Q1620287,Hiroshi Toda
